songTitle,artistName,releaseYear,popularity
(Let's Have A) Party,['Elvis Presley'],1957,32
(Loneliness Made Me Realize) It's You That I Need,['The Temptations'],1967,20
(Looking For) The Heart Of Saturday Night,['Tom Waits'],1974,45
(Love Echoes in the) Pine Hills,['George Winston'],1981,21
(Love Is Like A) Baseball Game,['The Intruders'],1968,25
(Love Is Like A) Heat Wave,['Martha Reeves & The Vandellas'],1963,63
(Love Is Like A) Heat Wave - Single Version,['Martha Reeves & The Vandellas'],1999,43
(Love Is Like A) Heat Wave - Stereo Version,['The Who'],1965,27
(Love Is Like A) Heatwave,['Cilla Black'],1965,32
(Love Is) The Tender Trap,['Frank Sinatra'],1996,54
(Love Is) Thicker Than Water,['Andy Gibb'],1977,44
(Love Me Like Music) I'll Be Your Song,['Heart'],1975,34
(Love Will) Turn Back The Hand Of Time,"['Michelle Pfeiffer', 'Maxwell Caulfield']",1982,36
(Lover) You Don't Treat Me No Good,"['D. Pritzker', 'Sonia Dada']",1992,56
(Ma Come Bali) Bella Bimba,['Dean Martin'],1951,20
(Make Me Do) Anything You Want,['A Foot In Coldwater'],1972,32
(Margie's At) The Lincoln Park Inn,['Bobby Bare'],1969,41
(Marie's The Name) His Latest Flame,['Elvis Presley'],2002,55
(Marie's the Name Of) His Latest Flame,['Elvis Presley'],1963,46
(My Friends Are Gonna Be) Strangers - Remastered,['Merle Haggard'],1965,32
(New Wave) Polly - BBC Mark Goodier Session,['Nirvana'],1992,41
(Nice Dream),['Radiohead'],1995,55
(Nothing But) Flowers - 2003 Remaster,['Talking Heads'],2004,41
(Nothing But) Flowers - 2005 Remaster,['Talking Heads'],1988,49
(Nothing Serious) Just Buggin',['Whistle'],1986,23
(Nothing's Too Good) For My Baby,"['Louis Prima', 'Sam Butera & The Witnesses', 'Keely Smith']",1959,12
(Nothing's Too Good) For My Baby - Remastered,"['Louis Prima', 'Keely Smith', 'Sam Butera & The Witnesses']",1956,30
(Now and Then There's) A Fool Such as I,['Elvis Presley'],1959,49
(Oh Lord Won't You Buy Me A) Mercedes Benz,['Goose Creek Symphony'],1972,24
(Oh No) What You Got,['Justin Timberlake'],2002,46
(Oh) Pretty Woman - 2015 Remaster,['Van Halen'],1982,53
"(Oh, My Wonderful One) Tell Me You're Mine",['Jerry Vale'],1962,32
(Olivia) Lost and Turned Out,['The Whispers'],1978,38
(One of Those) Crazy Girls,['Paramore'],2013,53
(Only A) Summer Love - Live on U.S. Tour - 1976,['REO Speedwagon'],1977,26
(Opportunity Knocks But Once) Snatch And Grab It,['Julia Lee & Her Boyfriends'],1955,13
(Our Love) Don't Throw It All Away,['Bee Gees'],1979,53
(Our Own) Jole Blon,['Roy Acuff'],1936,0
(Poor Mi) Israelites,"['Desmond Dekker', 'The Aces']",1968,47
"(Pop, Pop, Pop) Goes My Mind",['Levert'],1986,39
(Prayer Is the Key to Heaven) Faith Unlocks the Door,['Don Gibson'],1958,20
(Quicksilver Daydreams Of) Maria,['Townes Van Zandt'],1969,37
"(Quinn the Eskimo) The Mighty Quinn - Live at the Isle of Wight, UK - August 1969",['Bob Dylan'],1970,30
(Rap) Superstar,['Cypress Hill'],2000,43
(Remember Me) I'm the One Who Loves You,['Dean Martin'],1965,29
(Remember the Days of the) Old Schoolyard,['Yusuf / Cat Stevens'],1977,43
(Reprise) Sandblasted Skin,['Pantera'],1996,36
(Roamin' Thro' The Gloamin' With) 40.000 Headman,['Traffic'],1968,28
(Rock) Superstar,['Cypress Hill'],2000,61
"(Shake, Shake, Shake) Shake Your Booty",['KC & The Sunshine Band'],2004,53
"(Shake, Shake, Shake) Shake Your Booty - 45 Version",['KC & The Sunshine Band'],1976,23
"(She Walks Like You, She Talks Like You) She Reminds Me of You (with Paul Weston & His Orchestra)","['Frankie Laine', 'Paul Weston And His Orchestra']",1951,1
(She Was A) Hotel Detective,['They Might Be Giants'],1986,21
(She's Got) Skillz,['All-4-One'],1994,35
(She's) Sexy + 17,['Stray Cats'],1983,24
(She's) Sexy + 17 - Single Edit/24 Bit Remastered 99/Digital Remaster/1999,['Stray Cats'],1999,44
(She's) Some Kind of Wonderful,['Fantastic Johnny C'],1968,20
"(Si, Si) Je Suis Un Rock Star",['Bill Wyman'],1974,38
(Since Your Gone) I Can't Go On,['Bobby Darin'],1958,12
(Sittin' On) The Dock Of The Bay,[Sergio Mendes & Brasil '66],1972,26
(Sittin' On) The Dock Of The Bay - Remastered 2001,['Glen Campbell'],1968,39
"(Sittin' On) The Dock of the Bay - Live At The Fillmore, San Francisco, CA - July 2008",['Sara Bareilles'],2008,45
(Somebody Else Been) Shaking Your Tree,['ZZ Top'],1970,42
(Somebody) Ease My Troublin' Mind,['Sam Cooke'],1960,46
(Something Inside) So Strong,"['Labi Siffre', 'Kevin W. Smith']",1988,52
(Song for My) Sugar Spun Sister - Remastered,['The Stone Roses'],1989,47
(Stolen Love Is) The Beginning of the End,"['George Morgan', 'Marion Worth']",1964,19
(Such An) Easy Question,['Elvis Presley'],1962,26
(Sweet Sweet Baby) Since You've Been Gone,['Aretha Franklin'],1968,46
(Sweet Sweet Baby) Since You've Been Gone - Mono,['Aretha Franklin'],1968,26
(Take Me To) Aruanda,['Astrud Gilberto'],1965,40
(Take These) Chains,['Judas Priest'],1982,35
(That's What You Do) When You're in Love,['The Forester Sisters'],1985,39
(That's What You Get) For Lovin' Me,['Waylon Jennings'],1966,21
(The Angels Wanna Wear My) Red Shoes,['Elvis Costello'],1977,38
(The Chi Chi) Cha Cha Cha,['Xavier Cugat & His Orchestra'],1941,0
(The Infamous Prelude),['Mobb Deep'],1995,39
(The Legend Of) Miss Baltimore Crabs,['Michelle Pfeiffer'],2007,43
(The Man Who Shot) Liberty Valance,['Gene Pitney'],1972,43
(The System Of) Doctor Tarr And Professor Fether - 1987 Remix,['The Alan Parsons Project'],1976,40
(The) Baltimore (feat. Bix Beiderbecke & Eddie Lang),"['Frankie Trumbauer & His Orchestra', 'Bix Beiderbecke', 'Eddie Lang']",1927,10
(Theme From) A Summer Place,['Joanie Sommers'],1962,11
(Theme From) Midnight Express,['Giorgio Moroder'],1978,40
(Theme From) Red Dead Redemption,['Bill Elm & Woody Jackson'],2010,50
(Theme From) The Monkees - Original Stereo Version; 2006 Remaster,['The Monkees'],1966,43
(Theme From) The Monkees - Second Recorded Version; 2006 Remaster,['The Monkees'],1966,17
(Theme From) The Monkees - TV Version; 2006 Remaster,['The Monkees'],1966,16
(Theme From) Valley of the Dolls,['Dionne Warwick'],1968,36
(There Is) No Greater Love,['Amy Winehouse'],2003,44
(There Ought To Be) A Moonlight Savings Time,['Jackie Gleason'],1952,13
(There Will Be) Peace In The Valley (For Me),['Little Richard'],1961,18
(There You Go) Tellin' Me No Again,['Keith Sweat'],1991,28
(There You Go) Tellin' Me No Again - 2007 Remaster,['Keith Sweat'],2004,38
(There'll Be) Peace In The Valley,['Loretta Lynn'],1965,15
(There'll Be) Peace In the Valley (For Me),['Elvis Presley'],1957,49
(There'll Be) Peace In the Valley (For Me) (with The Carter Family),"['Johnny Cash', 'The Carter Family']",1963,28
"(There'll Be) Peace in the Valley - Live at San Quentin State Prison, San Quentin, CA - February 1969",['Johnny Cash'],1969,26
(There's A) Fire in the Night,['Alabama'],1984,35
(There's Gonna Be A) Showdown,['Archie Bell & The Drells'],1969,25
(There's Gotta Be) More To Life,['Stacie Orrico'],2003,55
(There's No Place Like) Home For The Holidays,['Carpenters'],1978,27
(There's) Always Something There To Remind Me,['Sandie Shaw'],1965,49
(There's) Always Something There To Remind Me - Digitally Remastered,['José Feliciano'],1968,17
(There's) No Gettin' Over Me,['Ronnie Milsap'],1981,52
(There's) No Room to Rhumba in a Sports Car,['Elvis Presley'],1963,21
(They Call It) Stormy Monday,"['Lou Rawls And Les McCann Trio', 'Les McCann Ltd.', 'Lou Rawls']",1962,22
(They Call Me) Mr. Lucky,[The O'Jays],1972,21
(They Call You) Gigolette,['Roy Orbison'],1963,19
(They Long To Be) Close To You,['Burt Bacharach'],1971,28
(This Ain't) No Thinkin' Thing,['Trace Adkins'],2010,49
(This Song's Just) Six Words Long,['Weird Al Yankovic'],1988,35
(Three Fingers Of) Love,['The Art Of Noise'],1986,27
(Till I) Run With You,[The Lovin' Spoonful],1969,41
(Today I Met) The Boy I'm Gonna Marry,['Darlene Love'],2009,41
(Turn Out The Light And) Love Me Tonight,['Don Williams'],1975,39
(Turn Out The Light And) Love Me Tonight - Single Version,['Don Williams'],1987,35
"(Ummm, Oh Yeah) Dearest - Overdubbed Version 2",['Buddy Holly'],1964,31
"(Ummmm, Oh Yeah) Dearest",['Buddy Holly'],1969,50
(Want You) Back In My Life Again,['Carpenters'],1981,33
(We Ain't Got) Nothin' Yet,['The Blues Magoos'],1966,39
(We Are) The Roadcrew,['Motörhead'],1980,27
(We Dance) So Close To The Fire,['Thomas Faragher'],1977,32
(We Don't Need This) Fascist Groove Thang - Remastered 2006,['Heaven 17'],1981,39
(We'll Be) United,['The Intruders'],1968,23
(We're Gone) Surfin',['Chubby Checker'],1963,18
(We're Gonna) Rock Around The Clock,['Bill Haley & His Comets'],1955,61
(We're Gonna) Rock Around The Clock - Single Version,['Bill Haley & His Comets'],1991,50
(We're Not) The Jet Set,['Tammy Wynette'],1964,14
(We're Not) The Jet Set (feat. Iris DeMent),"['John Prine', 'Iris DeMent']",1999,45
(What A) Wonderful World,['Art Garfunkel'],1977,29
(What Are You Waiting For) Mary,"['Paul Whiteman & His Orchestra', 'Bix Beiderbecke', 'Bing Crosby']",1924,4
(What Are) Little Boys (Made Of) / Let Me Hold Your Hand (All For You) / Polly W,['Lead Belly'],1947,0
(What Can I Say) To Make You Love Me,[Alexander O'Neal],1987,37
(What Did I Do To Be So) Black And Blue,['Louis Armstrong'],1928,10
(What Did I Do To Be So) Black And Blue - Edit,['Louis Armstrong'],1955,11
(What Did I Do To Be So) Black And Blue - Shorter Version,['Louis Armstrong'],1955,26
(What Did I Do To Be So) Black and Blue?,['Ethel Waters'],1925,7
(What This World Needs Is) A Few More Rednecks,['The Charlie Daniels Band'],1989,55
"(What's So Funny 'Bout) Peace, Love And Understanding",['Elvis Costello & The Attractions'],1979,51
(What) In the Name of Love,['Naked Eyes'],1984,30
(When It's) Darkness On the Delta,['The Chordettes'],1954,8
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,"['Sean Paul', 'Keyshia Cole']",2006,46
(When You Wake) You're Still in a Dream,['My Bloody Valentine'],1988,27
(When Your Heart's On Fire) Smoke Gets In Your Eyes,['Vic Damone'],1956,36
(Where Do I Begin) Love Story - 1994 Remaster,['Shirley Bassey'],1971,49
(Where Do I Begin) Love Story - 2011 Remaster,['Tony Bennett'],1971,34
(Who Says) You Can't Have It All,['Alan Jackson'],1992,42
(Why Did I Tell You I Was Going To) Shanghai,['Doris Day'],1945,13
"(Win, Place or Show) She's a Winner",['The Intruders'],1968,26
(Wish I Could Fly Like) Superman,['The Kinks'],1979,42
(Wish I Could Fly Like) Superman - US 12 Extended Mix,['The Kinks'],1986,25
(Wish I Could) Hideaway,['Creedence Clearwater Revival'],1970,43
(Wish I Had A) Heart of Stone,['Baillie & The Boys'],1988,24
(Without You) What Do I Do With Me,['Tanya Tucker'],1991,29
(You Can Still) Rock In America,['Night Ranger'],1983,48
(You Can) Depend On Me,['The Temptations'],1965,25
(You Can) Depend On Me - Single Version,['The Miracles'],1961,28
(You Caught Me) Smilin' - Single Version,['Sly & The Family Stone'],1971,35
(You Don't Know) How Glad I Am,['Nancy Wilson'],1964,51
(You Drive Me) Crazy,['Britney Spears'],1999,61
(You Drive Me) Crazy - The Stop Remix!,['Britney Spears'],2004,47
(You Gotta ) Fight For Your Right (To Party),['Beastie Boys'],2005,46
(You Gotta Walk) Don't Look Back - 2002 Remaster,['Peter Tosh'],1988,55
(You Gotta Walk) Don't Look Back - Edit,['Peter Tosh'],1988,39
(You Know) It Doesn't Matter Anymore,['Daryl Hall & John Oates'],1975,23
(You Make Me Feel Like) A Natural Woman,['Aretha Franklin'],1968,69
(You Make Me Feel Like) A Natural Woman - 45 Version,['Aretha Franklin'],1967,18
(You Make Me Feel Like) A Natural Woman - Mono,['Aretha Franklin'],1968,27
(You Make Me) Rock Hard,['KISS'],1988,25
(You Want To) Make A Memory - Pop Album Version,['Bon Jovi'],2007,52
(You'd Better) Check Yourself,['The Intruders'],1964,9
(You'll Always Be) The One I Love,['Gigi Gryce'],1955,1
(You'll Have To Swing It) Mr. Paganini - Live At The Crescendo/1961,['Ella Fitzgerald'],1961,16
(You're A Fish And I'm A) Water Sign,['Parliament'],1978,23
(You're A) Strange Animal,['Gowan'],1985,43
(You're My One And Only) True Love,['Seduction'],1989,32
(You're My) Soul And Inspiration,['The Righteous Brothers'],1990,48
(You're Puttin') A Rush On Me,"['Stephanie Mills', 'Louil Silas Jr.']",1987,30
(You're The) Devil In Disguise,['Elvis Presley'],1968,55
(You're so Square) Baby I Don't Care,['Elvis Presley'],1959,31
(You're) Having My Baby,"['Paul Anka', 'Odia Coates']",1974,54
(You've Got) The Magic Touch,['The Platters'],1986,37
(You) Got What I Need,['Freddie Scott'],1998,45
(Your Love Has Lifted Me) Higher And Higher,['Rita Coolidge'],1977,46
(Your Love Keeps Lifting Me) Higher & Higher,['Jackie Wilson'],1967,67
(i hope you) miss me,['Joseph Black'],2020,74
(s)AINT,['Marilyn Manson'],2003,46
(sic),['Slipknot'],1999,49
(silent track),['Atlas Fret'],2007,40
***Flawless (feat. Chimamanda Ngozi Adichie),"['Beyoncé', 'Chimamanda Ngozi Adichie']",2014,62
*Sobs Quietly*,['Mom Jeans.'],2016,54
*〜アスタリスク〜,['ORANGE RANGE'],2010,56
-1,['Mudvayne'],2000,40
... Thèmes et personnages,"['André Gide', 'Jean Amrouche']",1949,0
... et désillusions,"['André Gide', 'Jean Amrouche']",1949,0
...& On,['Erykah Badu'],2000,47
...16,['Heroes Del Silencio'],1988,41
...And Carrot Rope,['Pavement'],1999,38
...And Justice for All (Live - Seattle '89),['Metallica'],1988,26
...And Justice for All (Remastered),['Metallica'],1988,43
...And Then There Were Drums,['Sandy Nelson'],1962,12
"...And To Those I Love, Thanks For Sticking Around",['$uicideBoy$'],2020,82
...And We Thought That Nation-States Were a Bad Idea,['Propagandhi'],1996,39
...And the Future - Live,['Robin Williams'],1986,22
...And the Gods Made Love,['Jimi Hendrix'],1968,42
...Baby One More Time,['Bowling For Soup'],2005,45
...E O Mundo Não Se Acabou,['Carmen Miranda'],1939,3
...E me si' frate tu ?,['Mario Pasqualillo'],1950,0
...Ready For It?,['Taylor Swift'],2017,71
...Slowdance On The Inside,['Taking Back Sunday'],2004,41
...There You Are!,['Intentional Vibes'],2019,64
...Til the Cops Come Knockin',['Maxwell'],1996,48
...To Be Loved,['Papa Roach'],2006,53
...To Die For - From The Lion King/Score,['Hans Zimmer'],1994,49
...Y al final,['Bunbury'],2002,61
...but home is nowhere,['AFI'],2003,38
.357 - Break It On Down,['LL Cool J'],1987,25
///,['NNN'],1944,0
0,['A.CHAL'],2018,65
"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]","['Jon Z', 'Noriel', 'Darkiel', 'Lyan', 'Messiah', 'Baby Rasta']",2016,66
0 To 100 / The Catch Up,['Drake'],2013,70
007 (Shanty Town),"['Desmond Dekker', 'The Aces']",1969,38
00:00 (Zero O’Clock),['BTS'],2020,75
03' Adolescence,['J. Cole'],2014,63
03' Bonnie & Clyde,"['JAY-Z', 'Beyoncé']",2002,64
04 When the Saints Go Marching In,['George Lewis'],1953,0
07 Britney,['Chelsea Collins'],2020,64
"1 1/2 Miles Out above Water, Snapping Shrimp, Sea Robin, Croakers, Pac.",['Unspecified'],1952,0
1 2 3,['El Simbolo'],2005,54
1 2 3 (feat. Blac Youngsta),"['Moneybagg Yo', 'Blac Youngsta']",2020,65
1 2 X U - 2006 Remastered Version,['Wire'],1977,34
1 4 2,['Inner Wave'],2014,53
1 Hell of a Life,"['Young Dolph', 'Key Glock']",2019,60
1 Mo Time,['Plies'],2007,40
1 SIDED LOVE,['blackbear'],2019,71
1 Thing,['Amerie'],2005,60
1 Thot 2 Thot Red Thot Blue Thot,['Yung Gravy'],2018,71
1 Threw 8,['Mac Miller'],2012,46
1 Trillion Dollar$ - Dirty Version,['Anti-Flag'],2006,46
1 of the 2,['The Damned'],1977,22
1%,[Jane's Addiction],1987,26
1+1,['Beyoncé'],2011,58
1+1=2 Enamorados,['Luis Miguel'],1989,35
"1, 2 Many","['Luke Combs', 'Brooks & Dunn']",2019,72
"1, 2 Step (feat. Missy Elliott) - Don Candiani Reggaeton Mix","['Ciara', 'Missy Elliott']",2005,42
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","['Sofia Reyes', 'Jason Derulo', 'De La Ghetto']",2018,73
"1, 2, 3, 4",[Plain White T's],2008,63
"1,000 Hours",['Green Day'],1991,32
"1,000 Julys - 2008 Remaster",['Third Eye Blind'],1999,37
"1,000 Miles",['Dwight Yoakam'],1987,42
"1,000 Years",['Liza Anne'],2014,54
"1,000,000",['R.E.M.'],1982,25
"1,2,3 - Remix",['Gloria Estefan'],1985,34
"1,2,3 Red Light",['1910 Fruitgum Company'],1968,31
1-2-3 - Single Version,['Gloria Estefan'],1984,39
1-2-3-4 (Sumpin' New),['Coolio'],1995,48
1-800 Suicide,['Gravediggaz'],1997,44
1-800-273-8255,['Our Last Night'],2017,60
1-900-Hustler,"['JAY-Z', 'Beanie Sigel', 'Memphis Bleek', 'Freeway']",2000,40
1-Luv (feat. Leviti),"['E-40', 'Leviti']",1995,40
1.5,['21 Savage'],2018,61
1/1 - Remastered 2004,['Brian Eno'],1978,52
1/2 - Remastered 2004,['Brian Eno'],1978,43
1/2/2003,"['Gloria Estefan', 'Miami Sound Machine']",1987,36
10 A.M. Automatic,['The Black Keys'],2004,48
10 Bands,['Drake'],2015,64
10 Days Late - 2008 Remaster,['Third Eye Blind'],1999,38
10 Etudes for Piano: For the Weaker Fingers Music Box Lullaby,"['Virgil Thomson', 'Maryla Jonas']",1946,0
10 F*CKS (with Mansa),"['Tory Lanez', 'Mansa']",2020,72
10 Feet,['Juice WRLD'],2019,66
10 Feet Down,"['NF', 'Ruelle']",2017,64
10 Freaky Girls (with 21 Savage),"['Metro Boomin', '21 Savage']",2018,78
10 James Orr Street,['Strawberry Switchblade'],1985,24
10 Laws,['East Forest'],2009,51
10 Lovers,['The Black Keys'],2014,52
10 Mile Stereo,['Beach House'],2010,41
10 Million Ways,['Mack 10'],1995,36
"10 Preludes, Op. 23: No. 1 in F-Sharp Minor: Largo","['Sergei Rachmaninoff', 'Moura Lympany']",1943,1
"10 Preludes, Op. 23: No. 10 in G-Flat Major: Largo","['Sergei Rachmaninoff', 'Moura Lympany']",1943,0
"10 Preludes, Op. 23: No. 2 in B-Flat Major: Maestoso","['Sergei Rachmaninoff', 'Moura Lympany']",1943,1
"10 Preludes, Op. 23: No. 3 in D Minor: Tempo di minuetto","['Sergei Rachmaninoff', 'Moura Lympany']",1943,0
"10 Preludes, Op. 23: No. 4 in D Major: Andante cantabile","['Sergei Rachmaninoff', 'Moura Lympany']",1943,0
"10 Preludes, Op. 23: No. 5 Alla marcia in G Minor","['Sergei Rachmaninoff', 'Sviatoslav Richter']",1987,32
"10 Preludes, Op. 23: No. 5 in G Minor: Alla marcia","['Sergei Rachmaninoff', 'Moura Lympany']",1943,1
"10 Preludes, Op. 23: No. 6 in E-Flat Major: Andante","['Sergei Rachmaninoff', 'Moura Lympany']",1943,0
"10 Preludes, Op. 23: No. 7 in C Minor: Allegro","['Sergei Rachmaninoff', 'Moura Lympany']",1943,0
"10 Preludes, Op. 23: No. 8 in A-Flat Major: Allegro vivace","['Sergei Rachmaninoff', 'Moura Lympany']",1943,0
"10 Preludes, Op. 23: No. 9 in E-Flat Minor: Presto","['Sergei Rachmaninoff', 'Moura Lympany']",1943,0
"10 Préludes, Op. 23: No. 5 in G Minor. Alla marcia","['Sergei Rachmaninoff', 'Ruth Laredo']",1921,0
10 Ribs & All / Carrot Pod Pod (Pod) - Reference Mix,['Led Zeppelin'],1976,27
10 Seconds,['Jazmine Sullivan'],2010,45
10 for 10,['JayDaYoungan'],2020,51
10%,"['KAYTRANADA', 'Kali Uchis']",2019,67
"10' Deep, Snapping Shrimp, Toadfish, Atl.",['Unspecified'],1952,0
10's,['Pantera'],1996,48
"10,000 Days (Wings Pt 2)",['TOOL'],2006,56
"10,000 Degrees",['$uicideBoy$'],2018,60
"10,000 Emerald Pools",['BØRNS'],2015,64
"10,000 Hours",['Ella Mai'],2016,56
"10,000 Hours (with Justin Bieber)","['Dan + Shay', 'Justin Bieber']",2019,87
